Unnamed: 0,prix_eur,prix_m2,type_bien,surface_m2,nb_pieces,nb_chambres,etage,dpe,adresse,code_postal,url,latitude,longitude
21,335000,8590.0,Studio à vendre,39.0,2.0,1.0,Étage 5/7,D,"Enfants Rouges, Paris 3ème arrondissement (75003)",75003.0,https://www.seloger.com/annonces/achat/appartement/paris-3eme-75/enfants-rouges/270793071.htm,48.862489,2.359316
22,735000,8077.0,Appartement à vendre,91.0,5.0,3.0,Étage 17/17,D,"Georges Brassens, Paris 15ème arrondissement (75015)",75015.0,https://www.seloger.com/annonces/achat/appartement/paris-15eme-75/georges-brassens/267197635.htm,48.843342,2.281459
23,2290000,12378.0,Appartement à vendre,185.0,5.0,3.0,3ème étage,D,"Chaillot, Paris 16ème arrondissement (75116)",75116.0,https://www.bellesdemeures.com/269736449/detail.htm,48.867149,2.297238
24,650000,11404.0,Appartement à vendre,57.0,3.0,2.0,Étage 4/8,E,"Batignolles-Cardinet, Paris 17ème arrondissement (75017)",75017.0,https://www.seloger.com/annonces/achat/appartement/paris-17eme-75/batignolles-cardinet/260381917.htm,48.885405,2.31112
25,150000,10714.0,Appartement à vendre,14.0,1.0,,Étage 5/5,C,"Ternes-Maillot, Paris 17ème arrondissement (75017)",75017.0,https://www.seloger.com/annonces/achat/appartement/paris-17eme-75/ternes-maillot/272195405.htm,48.881115,2.288716
26,767000,9833.0,Appartement à vendre,78.0,3.0,2.0,2ème étage,C,"Belleville, Paris 20ème arrondissement (75020)",75020.0,https://www.seloger.com/annonces/achat/appartement/paris-20eme-75/belleville/272028877.htm,48.875394,2.391695
27,519000,13308.0,Appartement à vendre,39.0,2.0,1.0,Étage 3/3,E,"Pereire-Malesherbes, Paris 17ème arrondissement (75017)",75017.0,https://www.seloger.com/annonces/achat/appartement/paris-17eme-75/pereire-malesherbes/271522465.htm,48.885145,2.30759
28,579000,9814.0,Appartement à vendre,59.0,4.0,3.0,Étage 7/8,F,"Gambetta, Paris 20ème arrondissement (75020)",75020.0,https://www.seloger.com/annonces/achat/appartement/paris-20eme-75/gambetta/271571231.htm,48.864903,2.398464
29,229000,8481.0,Appartement à vendre,27.0,2.0,1.0,Étage 1/5,F,"Louis Blanc-Aqueduc, Paris 10ème arrondissement (75010)",75010.0,https://www.seloger.com/annonces/achat/appartement/paris-10eme-75/louis-blanc-aqueduc/270430105.htm,48.881277,2.364651
0,890000,10192.0,Appartement à vendre,87.3,4.0,3.0,Étage 7/12,D,"Nation-Alexandre Dumas, Paris 11ème arrondissement (75011)",75011.0,https://www.seloger.com/annonces/achat/appartement/paris-11eme-75/nation-alexandre-dumas/271695081.htm,48.853542,2.392318
1,585000,9122.0,Appartement à vendre,64.1,2.0,1.0,Étage 6/7,E,"Epinettes-Bessières, Paris 17ème arrondissement (75017)",75017.0,https://www.seloger.com/annonces/achat/appartement/paris-17eme-75/epinettes-bessieres/264005411.htm,48.894817,2.315999
2,192000,10667.0,Appartement à vendre,18.0,1.0,,Étage 6/6,G,"Chateau d'Eau-Lancry, Paris 10ème arrondissement (75010)",75010.0,https://www.seloger.com/annonces/achat/appartement/paris-10eme-75/chateau-d-eau-lancry/271695085.htm,48.870946,2.35855
3,950000,10000.0,Appartement à vendre,95.0,4.0,2.0,Étage 2/5,,"Montmartre, Paris 18ème arrondissement (75018)",75018.0,https://www.bellesdemeures.com/272139835/detail.htm,48.899313,2.336387
4,1980000,11724.0,Appartement à vendre,168.9,6.0,4.0,Étage 5/7,E,"Ternes-Maillot, Paris 17ème arrondissement (75017)",75017.0,https://www.bellesdemeures.com/271327633/detail.htm,48.881115,2.288716
5,385000,12419.0,Appartement à vendre,31.0,2.0,1.0,Étage 2/5,E,"Lafayette-Richer, Paris 9ème arrondissement (75009)",75009.0,https://www.seloger.com/annonces/achat/appartement/paris-9eme-75/lafayette-richer/272236225.htm,48.874038,2.34513
6,418000,11000.0,Appartement à vendre - Première occupation,38.0,2.0,1.0,Étage 5/6,E,"Jean Moulin-Porte d'Orléans, Paris 14ème arrondissement (75014)",75014.0,https://www.seloger.com/annonces/achat/appartement/paris-14eme-75/jean-moulin-porte-d-orleans/261634923.htm,48.820915,2.325529
7,280000,9655.0,Appartement à vendre,29.0,2.0,1.0,Étage 1/3,G,"Jean Moulin-Porte d'Orléans, Paris 14ème arrondissement (75014)",75014.0,https://www.seloger.com/annonces/achat/appartement/paris-14eme-75/jean-moulin-porte-d-orleans/253549341.htm,48.820915,2.325529
8,1800000,10976.0,Duplex à vendre,164.0,9.0,5.0,Étage 5/5,D,"Lafayette-Richer, Paris 9ème arrondissement (75009)",75009.0,https://www.seloger.com/annonces/achat/appartement/paris-9eme-75/lafayette-richer/270949523.htm,48.874038,2.34513
9,198000,11964.0,Appartement à vendre,16.6,1.0,,Étage 4/4,G,"Jardin des Plantes, Paris 5ème arrondissement (75005)",75005.0,https://www.seloger.com/annonces/achat/appartement/paris-5eme-75/jardin-des-plantes/267196411.htm,48.849134,2.347541
10,924000,9935.0,Appartement à vendre,93.0,4.0,3.0,Étage 1/8,E,"Auteuil Sud, Paris 16ème arrondissement (75016)",75016.0,https://www.bellesdemeures.com/271684285/detail.htm,48.850098,2.278011
11,269000,10760.0,Appartement à vendre,25.0,2.0,1.0,Étage 4/4,G,"Bel-Air Sud, Paris 12ème arrondissement (75012)",75012.0,https://www.seloger.com/annonces/achat/appartement/paris-75/270751277.htm,48.851714,2.373001
12,320000,6654.0,Appartement à vendre,48.1,3.0,2.0,3ème étage,D,"La Chapelle-Marx Dormoy, Paris 18ème arrondissement (75018)",75018.0,https://www.seloger.com/annonces/achat/appartement/paris-75/270754519.htm,48.88751,2.359421
13,290000,8788.0,Appartement à vendre,33.0,2.0,1.0,Étage 6/6,D,"Odéon, Paris 6ème arrondissement (75006)",75006.0,https://www.seloger.com/annonces/achat/appartement/paris-6eme-75/odeon/270792643.htm,48.850913,2.338698
14,330000,9429.0,Appartement à vendre,35.0,2.0,1.0,Étage 3/6,G,"La Fourche-Guy Môquet, Paris 17ème arrondissement (75017)",75017.0,https://www.seloger.com/annonces/achat/appartement/paris-17eme-75/la-fourche-guy-moquet/259324829.htm,48.892129,2.323169
15,85000,10625.0,Studio à vendre,8.0,1.0,,Étage 6/6,D,"Batignolles-Cardinet, Paris 17ème arrondissement (75017)",75017.0,https://www.seloger.com/annonces/achat/appartement/paris-17eme-75/batignolles-cardinet/269480673.htm,48.885405,2.31112
16,174000,8700.0,Appartement à vendre,20.0,1.0,,Étage 1/6,F,"Bastille-Popincourt, Paris 11ème arrondissement (75011)",75011.0,https://www.seloger.com/annonces/achat/appartement/paris-11eme-75/bastille-popincourt/271713413.htm,48.858598,2.37658
17,1195000,12320.0,Duplex à vendre,97.0,4.0,2.0,RDC/4,D,"Bastille-Popincourt, Paris 11ème arrondissement (75011)",75011.0,https://www.bellesdemeures.com/270414337/detail.htm,48.858598,2.37658
18,520000,10833.0,Appartement à vendre,48.0,2.0,1.0,Étage 1/7,E,"Muette Sud, Paris 16ème arrondissement (75016)",75016.0,https://www.seloger.com/annonces/achat/appartement/paris-16eme-75/muette-sud/272442551.htm,48.841905,2.264284
19,515000,9537.0,Appartement à vendre,54.0,3.0,2.0,Étage 3/7,,"Montsouris Dareau, Paris 14ème arrondissement (75014)",75014.0,https://www.seloger.com/annonces/achat/appartement/paris-14eme-75/montsouris-dareau/270673529.htm,48.823621,2.334207
20,483000,5138.0,Appartement à vendre,94.0,5.0,3.0,Étage 18/32,D,"Olympiades-Choisy, Paris 13ème arrondissement (75013)",75013.0,https://www.seloger.com/annonces/achat/appartement/paris-13eme-75/olympiades-choisy/262053933.htm,48.82547,2.360601
21,1350000,6950.0,Appartement à vendre,194.3,4.0,2.0,RDC/6,F,"Auteuil Nord, Paris 16ème arrondissement (75016)",75016.0,https://www.seloger.com/annonces/achat/appartement/paris-16eme-75/auteuil-nord/264393095.htm,48.850098,2.278011
22,335000,6700.0,Appartement à vendre,50.0,3.0,2.0,RDC/6,D,"La Chapelle-Marx Dormoy, Paris 18ème arrondissement (75018)",75018.0,https://www.seloger.com/annonces/achat/appartement/paris-18eme-75/la-chapelle-marx-dormoy/269958929.htm,48.88751,2.359421
23,407000,10711.0,Appartement à vendre,38.0,2.0,1.0,Étage 2/7,,"Nation-Alexandre Dumas, Paris 11ème arrondissement (75011)",75011.0,https://www.seloger.com/annonces/achat/appartement/paris-75/272559405.htm,48.853542,2.392318
24,565000,9930.0,Appartement à vendre,56.9,3.0,2.0,Étage 1/6,C,"Salpêtrière-Austerlitz, Paris 13ème arrondissement (75013)",75013.0,https://www.seloger.com/annonces/achat/appartement/paris-75/272940293.htm,48.841038,2.369967
25,1550000,11654.0,Appartement à vendre,133.0,5.0,3.0,Étage 5/6,D,"Pereire-Malesherbes, Paris 17ème arrondissement (75017)",75017.0,https://www.bellesdemeures.com/272777573/detail.htm,48.885145,2.30759
26,2496000,13818.0,Appartement à vendre,180.6,5.0,4.0,8ème étage,C,"Pasteur Montparnasse, Paris 15ème arrondissement (75015)",75015.0,https://www.seloger.com/annonces/achat/appartement/paris-15eme-75/pasteur-montparnasse/266959563.htm,48.845352,2.319042
27,570000,9238.0,Appartement à vendre,61.7,3.0,2.0,RDC,D,"Dupleix-Motte Picquet, Paris 15ème arrondissement (75015)",75015.0,https://www.seloger.com/annonces/achat/appartement/paris-75/269463167.htm,48.851482,2.297194
28,461000,10976.0,Appartement à vendre - Première occupation,42.0,2.0,1.0,Étage 4/8,C,"Porte Saint Denis-Paradis, Paris 10ème arrondissement (75010)",75010.0,https://www.seloger.com/annonces/achat/appartement/paris-10eme-75/porte-saint-denis-paradis/269323311.htm,48.875079,2.351787
29,392000,9605.0,Appartement à vendre,40.8,2.0,1.0,Étage 3/6,E,"Salpêtrière-Austerlitz, Paris 13ème arrondissement (75013)",75013.0,https://www.seloger.com/annonces/achat/appartement/paris-13eme-75/salpetriere-austerlitz/270494563.htm,48.841038,2.369967
0,550000,11000.0,Appartement à vendre,50.0,3.0,2.0,Étage 1/6,E,"Nation-Picpus, Paris 12ème arrondissement (75012)",75012.0,https://www.seloger.com/annonces/achat/appartement/paris-12eme-75/nation-picpus/270799331.htm,48.841661,2.398288
1,730000,14600.0,Duplex à vendre,50.0,3.0,2.0,Étage 5/5,,"Léon-Blum Folie-Regnault, Paris 11ème arrondissement (75011)",75011.0,https://www.seloger.com/annonces/achat/appartement/paris-11eme-75/leon-blum-folie-regnault/268200127.htm,48.859655,2.386567
2,660000,6947.0,Appartement à vendre,95.0,5.0,3.0,Étage 2/6,E,"Louis Blanc-Aqueduc, Paris 10ème arrondissement (75010)",75010.0,https://www.seloger.com/annonces/achat/appartement/paris-10eme-75/louis-blanc-aqueduc/265789827.htm,48.881277,2.364651
3,1884900,17453.0,Appartement à vendre,108.0,3.0,2.0,Étage 3/4,D,"Saint Thomas d'Aquin, Paris 7ème arrondissement (75007)",75007.0,https://www.seloger.com/annonces/achat/appartement/paris-7eme-75/saint-thomas-d-aquin/264516657.htm,48.855888,2.327092
4,419000,8915.0,Duplex à vendre,47.0,2.0,1.0,Étage 4/4,E,"Goutte d'Or-Château Rouge, Paris 18ème arrondissement (75018)",75018.0,https://www.seloger.com/annonces/achat/appartement/paris-18eme-75/goutte-d-or-chateau-rouge/268490351.htm,48.887397,2.349884
5,995000,6419.0,Maison à vendre,155.0,4.0,2.0,,D,"La Chapelle-Marx Dormoy, Paris 18ème arrondissement (75018)",75018.0,https://www.bellesdemeures.com/261394605/detail.htm,48.88751,2.359421
6,160000,10038.0,Appartement à vendre,15.9,1.0,,Étage 4/5,D,"Epinettes-Bessières, Paris 17ème arrondissement (75017)",75017.0,https://www.seloger.com/annonces/achat/appartement/paris-17eme-75/epinettes-bessieres/261561141.htm,48.894817,2.315999
7,360000,9526.0,Appartement à vendre,37.8,2.0,1.0,Étage 1/5,E,"La Fourche-Guy Môquet, Paris 17ème arrondissement (75017)",75017.0,https://www.seloger.com/annonces/achat/appartement/paris-17eme-75/la-fourche-guy-moquet/269578535.htm,48.892129,2.323169
8,619000,11679.0,Appartement à vendre,53.0,3.0,1.0,Étage 5/6,G,"Trudaine-Maubeuge, Paris 9ème arrondissement (75009)",75009.0,https://www.seloger.com/annonces/achat/appartement/paris-9eme-75/trudaine-maubeuge/269736453.htm,48.877964,2.344426
9,610000,8026.0,Appartement à vendre,76.0,4.0,2.0,Étage 4/7,E,"Pont de Flandre, Paris 19ème arrondissement (75019)",75019.0,https://www.seloger.com/annonces/achat/appartement/paris-19eme-75/pont-de-flandre/256698279.htm,48.889592,2.375528
10,265000,9464.0,Appartement à vendre,28.0,2.0,1.0,Étage 5/5,E,"Grandes Carrières-Clichy, Paris 18ème arrondissement (75018)",75018.0,https://www.seloger.com/annonces/achat/appartement/paris-18eme-75/grandes-carrieres-clichy/256698271.htm,48.883624,2.333911
11,664000,10540.0,Appartement à vendre,63.0,4.0,2.0,Étage 7/8,C,"Champerret-Berthier, Paris 17ème arrondissement (75017)",75017.0,https://www.seloger.com/annonces/achat/appartement/paris-17eme-75/champerret-berthier/269493889.htm,48.885186,2.293069
12,1190000,11900.0,Appartement à vendre,100.0,5.0,4.0,Étage 1/7,E,"Lorette-Martyrs, Paris 9ème arrondissement (75009)",75009.0,https://www.bellesdemeures.com/259583329/detail.htm,48.879301,2.339948
13,235000,13824.0,Appartement à vendre,17.0,2.0,1.0,Étage 4/5,F,"Val de Grace, Paris 5ème arrondissement (75005)",75005.0,https://www.seloger.com/annonces/achat/appartement/paris-5eme-75/val-de-grace/258579625.htm,48.8413,2.339386
14,588000,10444.0,Appartement à vendre,56.3,3.0,2.0,Étage 1/6,D,"Batignolles-Cardinet, Paris 17ème arrondissement (75017)",75017.0,https://www.seloger.com/annonces/achat/appartement/paris-75/272212871.htm,48.885405,2.31112
15,590000,10536.0,Appartement à vendre,56.0,3.0,2.0,Étage 5/6,E,"Belleville-Saint Maur, Paris 11ème arrondissement (75011)",75011.0,https://www.seloger.com/annonces/achat/appartement/paris-11eme-75/belleville-saint-maur/265752811.htm,48.864419,2.378024
16,698000,12592.0,Appartement à vendre,55.4,2.0,1.0,Étage 5/6,F,"Chaillot, Paris 16ème arrondissement (75016)",75016.0,https://www.seloger.com/annonces/achat/appartement/paris-16eme-75/chaillot/242389691.htm,48.867149,2.297238
17,795000,9689.0,Duplex à vendre,82.1,4.0,3.0,Étage 4/4,E,"Nation-Alexandre Dumas, Paris 11ème arrondissement (75011)",75011.0,https://www.seloger.com/annonces/achat/appartement/paris-11eme-75/nation-alexandre-dumas/269646303.htm,48.853542,2.392318
18,998000,11089.0,Duplex à vendre,90.0,3.0,2.0,RDC/5,E,"Hoche-Friedland, Paris 8ème arrondissement (75008)",75008.0,https://www.bellesdemeures.com/260047327/detail.htm,48.874378,2.30091
19,259000,9593.0,Appartement à vendre,27.0,1.0,,Étage 1/6,F,"Nation-Alexandre Dumas, Paris 11ème arrondissement (75011)",75011.0,https://www.seloger.com/annonces/achat/appartement/paris-11eme-75/nation-alexandre-dumas/269948111.htm,48.853542,2.392318
20,95000,10270.0,Appartement à vendre,9.3,1.0,,Étage 6/6,G,"Lorette-Martyrs, Paris 9ème arrondissement (75009)",75009.0,https://www.seloger.com/annonces/achat/appartement/paris-9eme-75/lorette-martyrs/271695077.htm,48.879301,2.339948
21,170000,13077.0,Studio à vendre,13.0,1.0,,4ème étage,E,"Mairie, Paris 8ème arrondissement (75008)",75008.0,https://www.seloger.com/annonces/achat/appartement/paris-8eme-75/mairie/270868687.htm,48.873707,2.3116
22,375000,7774.0,Appartement à vendre - Première occupation,48.2,2.0,1.0,Étage 6/13,E,"Didot-Porte de Vanves, Paris 14ème arrondissement (75014)",75014.0,https://www.seloger.com/annonces/achat/appartement/paris-14eme-75/didot-porte-de-vanves/268347073.htm,48.82715,2.304565
23,449000,9978.0,Appartement à vendre,45.0,2.0,1.0,Étage 2/2,D,"Belleville-Saint Maur, Paris 11ème arrondissement (75011)",75011.0,https://www.seloger.com/annonces/achat/appartement/paris-11eme-75/belleville-saint-maur/268228101.htm,48.864419,2.378024
24,159000,6913.0,Appartement à vendre,23.0,1.0,,Étage 2/4,E,"La Chapelle-Marx Dormoy, Paris 18ème arrondissement (75018)",75018.0,https://www.seloger.com/annonces/achat/appartement/paris-18eme-75/la-chapelle-marx-dormoy/271305505.htm,48.88751,2.359421
25,1780000,16330.0,Duplex à vendre,109.0,3.0,1.0,Étage 3/4,F,"Saint Thomas d'Aquin, Paris 7ème arrondissement (75007)",75007.0,https://www.bellesdemeures.com/257808709/detail.htm,48.855888,2.327092
26,950000,11875.0,Duplex à vendre,80.0,4.0,2.0,3ème étage,G,"Hoche-Friedland, Paris 8ème arrondissement (75008)",75008.0,https://www.bellesdemeures.com/267574913/detail.htm,48.874378,2.30091
27,739000,8398.0,Appartement à vendre - Première occupation,88.0,4.0,3.0,Étage 1/8,F,"Bel-Air Nord, Paris 12ème arrondissement (75012)",75012.0,https://www.seloger.com/annonces/achat/appartement/paris-12eme-75/bel-air-nord/257822099.htm,48.851714,2.373001
28,1150000,14198.0,Appartement à vendre,81.0,3.0,1.0,Étage 5/6,E,"Auteuil Nord, Paris 16ème arrondissement (75016)",75016.0,https://www.bellesdemeures.com/267739383/detail.htm,48.850098,2.278011
29,318000,10258.0,Appartement à vendre,31.0,2.0,1.0,Étage 3/5,D,Paris 11ème arrondissement (75011),75011.0,https://www.seloger.com/annonces/achat/appartement/paris-11eme-75/273187121.htm,48.860162,2.381844
0,690000,9583.0,Appartement à vendre,72.0,3.0,2.0,Étage 2/6,E,"Ternes-Maillot, Paris 17ème arrondissement (75017)",75017.0,https://www.seloger.com/annonces/achat/appartement/paris-17eme-75/ternes-maillot/270549547.htm,48.881115,2.288716
1,389000,5894.0,Appartement à vendre,66.0,4.0,2.0,Étage 17/32,D,"Olympiades-Choisy, Paris 13ème arrondissement (75013)",75013.0,https://www.seloger.com/annonces/achat/appartement/paris-13eme-75/olympiades-choisy/270660459.htm,48.82547,2.360601
2,295000,10902.0,Appartement à vendre,27.1,1.0,,Étage 8/8,G,"Triangle d'Or, Paris 8ème arrondissement (75008)",75008.0,https://www.seloger.com/annonces/achat/appartement/paris-8eme-75/triangle-d-or/259307765.htm,48.872351,2.322147
3,230000,8519.0,Appartement à vendre,27.0,1.0,,Étage 3/6,F,"Amiraux-Simplon-Poissonniers, Paris 18ème arrondissement (75018)",75018.0,https://www.seloger.com/annonces/achat/appartement/paris-18eme-75/amiraux-simplon-poissonniers/264614385.htm,48.892172,2.352191
4,1075000,12798.0,Appartement à vendre,84.0,4.0,3.0,Étage 1/5,C,"Montorgueil-Saint Denis, Paris 2ème arrondissement (75002)",75002.0,https://www.bellesdemeures.com/265373733/detail.htm,48.865417,2.346938
5,285000,7125.0,Appartement à vendre,40.0,2.0,1.0,Étage 1/6,F,"La Chapelle-Marx Dormoy, Paris 18ème arrondissement (75018)",75018.0,https://www.seloger.com/annonces/achat/appartement/paris-18eme-75/la-chapelle-marx-dormoy/268126663.htm,48.88751,2.359421
6,390000,11471.0,Duplex à vendre,34.0,2.0,1.0,Étage 3/3,D,"Muette Nord, Paris 16ème arrondissement (75016)",75016.0,https://www.seloger.com/annonces/achat/appartement/paris-16eme-75/muette-nord/270869617.htm,48.841905,2.264284
7,700000,10000.0,Appartement à vendre,70.0,4.0,3.0,Étage 1/6,C,"Secrétan, Paris 19ème arrondissement (75019)",75019.0,https://www.seloger.com/annonces/achat/appartement/paris-19eme-75/secretan/265995619.htm,48.880731,2.374495
8,450000,10714.0,Appartement à vendre,42.0,2.0,1.0,Étage 3/6,B,Paris 17ème arrondissement (75017),75017.0,https://www.seloger.com/annonces/achat/appartement/paris-17eme-75/271445773.htm,48.887702,2.304844
9,730000,14898.0,Appartement à vendre,49.0,2.0,1.0,Étage 4/5,E,"Saint Germain des Prés, Paris 6ème arrondissement (75006)",75006.0,https://www.seloger.com/annonces/achat/appartement/paris-6eme-75/saint-germain-des-pres/264569115.htm,48.854182,2.333399
10,299000,9645.0,Appartement à vendre,31.0,2.0,1.0,RDC/6,C,"Télégraphe-Pelleport Saint Fargeau, Paris 20ème arrondissement (75020)",75020.0,https://www.seloger.com/annonces/achat/appartement/paris-20eme-75/telegraphe-pelleport-saint-fargeau/265689855.htm,48.871799,2.40383
11,690000,13800.0,Appartement à vendre,50.0,2.0,1.0,Étage 2/3,E,"Sainte Avoie, Paris 3ème arrondissement (75003)",75003.0,https://www.seloger.com/annonces/achat/appartement/paris-3eme-75/sainte-avoie/265707681.htm,48.860623,2.356092
12,778000,10958.0,Appartement à vendre,71.0,3.0,2.0,Étage 2/6,D,"Ternes-Maillot, Paris 17ème arrondissement (75017)",75017.0,https://www.seloger.com/annonces/achat/appartement/paris-17eme-75/ternes-maillot/269563391.htm,48.881115,2.288716
13,700000,12425.0,Appartement à vendre,56.3,3.0,2.0,Étage 5/6,E,"Saint Placide, Paris 6ème arrondissement (75006)",75006.0,https://www.seloger.com/annonces/achat/appartement/paris-6eme-75/saint-placide/262341449.htm,48.848543,2.325564
14,749000,9024.0,Appartement à vendre,83.0,3.0,2.0,Étage 1/3,E,"Léon-Blum Folie-Regnault, Paris 11ème arrondissement (75011)",75011.0,https://www.seloger.com/annonces/achat/appartement/paris-11eme-75/leon-blum-folie-regnault/260472911.htm,48.859655,2.386567
15,440000,8000.0,Appartement à vendre,55.0,3.0,2.0,Étage 4/6,E,"Saint Vincent de Paul-Lariboisière, Paris 10ème arrondissement (75010)",75010.0,https://www.seloger.com/annonces/achat/appartement/paris-10eme-75/saint-vincent-de-paul-lariboisiere/254401957.htm,48.880825,2.352529
16,335000,10251.0,Appartement à vendre,32.7,2.0,1.0,Étage 3/5,D,"Jardin de Reuilly, Paris 12ème arrondissement (75012)",75012.0,https://www.seloger.com/annonces/achat/appartement/paris-12eme-75/jardin-de-reuilly/265879655.htm,48.844756,2.389791
17,300000,18599.0,Appartement à vendre,16.1,1.0,,Étage 5/5,D,"Monnaie, Paris 6ème arrondissement (75006)",75006.0,https://www.seloger.com/annonces/achat/appartement/paris-6eme-75/monnaie/269379059.htm,48.849268,2.330883
18,799900,11939.0,Appartement à vendre,67.0,3.0,2.0,1 étages,D,"Montorgueil-Saint Denis, Paris 2ème arrondissement (75002)",75002.0,https://www.seloger.com/annonces/achat/appartement/paris-2eme-75/montorgueil-saint-denis/253804567.htm,48.865417,2.346938
19,365000,5530.0,Appartement à vendre,66.0,3.0,2.0,Étage 3/4,D,"Charles-Hermite-Evangile, Paris 18ème arrondissement (75018)",75018.0,https://www.seloger.com/annonces/achat/appartement/paris-18eme-75/charles-hermite-evangile/263256419.htm,48.899716,2.367376
20,669000,8803.0,Appartement à vendre,76.0,3.0,2.0,RDC/5,D,"République-Saint Ambroise, Paris 11ème arrondissement (75011)",75011.0,https://www.seloger.com/annonces/achat/appartement/paris-11eme-75/republique-saint-ambroise/265099749.htm,48.86225,2.377448
21,595000,9917.0,Appartement à vendre,60.0,2.0,1.0,Étage 3/4,C,"Muette Sud, Paris 16ème arrondissement (75016)",75016.0,https://www.seloger.com/annonces/achat/appartement/paris-75/268874435.htm,48.841905,2.264284
22,115000,10648.0,Appartement à vendre,10.8,1.0,,RDC/3,,"Violet Commerce, Paris 15ème arrondissement (75015)",75015.0,https://www.seloger.com/annonces/achat/appartement/paris-15eme-75/violet-commerce/271962409.htm,48.847333,2.292912
23,1490000,9331.0,Appartement à vendre,159.7,5.0,4.0,Étage 4/6,E,"Ternes-Maillot, Paris 17ème arrondissement (75017)",75017.0,https://www.bellesdemeures.com/257878533/detail.htm,48.881115,2.288716
24,595000,12935.0,Appartement à vendre,46.0,2.0,1.0,Étage 1/3,E,"Monnaie, Paris 6ème arrondissement (75006)",75006.0,https://www.seloger.com/annonces/achat/appartement/paris-6eme-75/monnaie/256255407.htm,48.849268,2.330883
25,220000,8825.0,Appartement à vendre,24.9,1.0,,Étage 5/13,D,"Manin-Jaurès, Paris 19ème arrondissement (75019)",75019.0,https://www.seloger.com/annonces/achat/appartement/paris-19eme-75/manin-jaures/261833199.htm,48.886138,2.382807
26,740000,11212.0,Appartement à vendre,66.0,3.0,2.0,Étage 3/5,D,"Bastille-Popincourt, Paris 11ème arrondissement (75011)",75011.0,https://www.seloger.com/annonces/achat/appartement/paris-11eme-75/bastille-popincourt/268100385.htm,48.858598,2.37658
27,789000,13026.0,Appartement à vendre,60.6,3.0,2.0,Étage 6/6,D,"Cambronne-Garibaldi, Paris 15ème arrondissement (75015)",75015.0,https://www.seloger.com/annonces/achat/appartement/paris-15eme-75/cambronne-garibaldi/269757825.htm,48.843894,2.302505
28,960000,12973.0,Appartement à vendre,74.0,3.0,2.0,Étage 1/7,E,"Courcelles-Wagram, Paris 17ème arrondissement (75017)",75017.0,https://www.bellesdemeures.com/259875543/detail.htm,48.88435,2.297721
29,144000,11077.0,Appartement à vendre,13.0,1.0,,Étage 1/5,E,"Nation-Alexandre Dumas, Paris 11ème arrondissement (75011)",75011.0,https://www.seloger.com/annonces/achat/appartement/paris-11eme-75/nation-alexandre-dumas/271045713.htm,48.853542,2.392318
0,900000,13893.0,Appartement à vendre,64.8,2.0,1.0,Étage 6/8,D,"Muette Nord, Paris 16ème arrondissement (75016)",75016.0,https://www.bellesdemeures.com/255629045/detail.htm,48.841905,2.264284
1,245000,8305.0,Appartement à vendre,29.5,2.0,1.0,Étage 2/5,D,"Danube-Porte des Lilas, Paris 19ème arrondissement (75019)",75019.0,https://www.seloger.com/annonces/achat/appartement/paris-19eme-75/danube-porte-des-lilas/269984291.htm,48.877773,2.407867
2,900000,13945.0,Appartement à vendre,64.5,3.0,2.0,Étage 2/9,D,"Muette Nord, Paris 16ème arrondissement (75016)",75016.0,https://www.bellesdemeures.com/261827757/detail.htm,48.841905,2.264284
3,399000,8962.0,Appartement à vendre,44.5,2.0,1.0,Étage 1/7,C,"Val de Grace, Paris 5ème arrondissement (75005)",75005.0,https://www.seloger.com/annonces/achat/appartement/paris-5eme-75/val-de-grace/254647235.htm,48.8413,2.339386
4,385000,11324.0,Appartement à vendre,34.0,2.0,1.0,Étage 2/5,E,"Sainte Avoie, Paris 3ème arrondissement (75003)",75003.0,https://www.seloger.com/annonces/achat/appartement/paris-75/268953641.htm,48.860623,2.356092
5,266000,14022.0,Appartement à vendre,19.0,1.0,,Étage 7/7,D,Paris 17ème arrondissement (75017),75017.0,https://www.seloger.com/annonces/achat/appartement/paris-17eme-75/255330633.htm,48.887702,2.304844
6,179360,9440.0,Appartement à vendre,19.0,1.0,,1er étage,E,"Télégraphe-Pelleport Saint Fargeau, Paris 20ème arrondissement (75020)",75020.0,https://www.seloger.com/annonces/achat/appartement/paris-20eme-75/telegraphe-pelleport-saint-fargeau/255771685.htm,48.871799,2.40383
7,450000,7895.0,Appartement à vendre,57.0,3.0,2.0,1er étage,D,"Nation-Picpus, Paris 12ème arrondissement (75012)",75012.0,https://www.seloger.com/annonces/achat/appartement/paris-12eme-75/nation-picpus/268824789.htm,48.841661,2.398288
8,745000,10736.0,Appartement à vendre,69.4,3.0,2.0,Étage 2/5,C,"Saint Lambert, Paris 15ème arrondissement (75015)",75015.0,https://www.seloger.com/annonces/achat/appartement/paris-15eme-75/saint-lambert/268861779.htm,48.837454,2.291961
9,840000,9130.0,Appartement à vendre,92.0,4.0,3.0,Étage 3/6,E,"Louis Blanc-Aqueduc, Paris 10ème arrondissement (75010)",75010.0,https://www.seloger.com/annonces/achat/appartement/paris-10eme-75/louis-blanc-aqueduc/269001347.htm,48.881277,2.364651
