Unnamed: 0,prix_eur,prix_m2,type_bien,surface_m2,nb_pieces,nb_chambres,etage,dpe,adresse,code_postal,url,latitude,longitude
29.0,1470900.0,14421.0,Appartement à vendre - neuf,102.0,4.0,,3ème étage,A,"Bel-Air Nord, Paris 12ème arrondissement (75012)",75012.0,https://www.seloger.com/annonces/achat/appartement/paris-12eme-75/bel-air-nord/273605977.htm,,
0.0,1400000.0,16471.0,Appartement à vendre - neuf,85.0,4.0,3.0,3ème étage,A,"Cambronne-Garibaldi, Paris 15ème arrondissement (75015)",75015.0,https://www.seloger.com/annonces/achat/appartement/paris-15eme-75/cambronne-garibaldi/273604395.htm,,
1.0,757000.0,9120.0,Appartement à vendre - neuf,83.0,4.0,3.0,1er étage,A,"Amiraux-Simplon-Poissonniers, Paris 18ème arrondissement (75018)",75018.0,https://www.seloger.com/annonces/achat/appartement/paris-18eme-75/amiraux-simplon-poissonniers/273603231.htm,,
2.0,757000.0,9120.0,Appartement à vendre - neuf,83.0,4.0,3.0,1er étage,A,"Amiraux-Simplon-Poissonniers, Paris 18ème arrondissement (75018)",75018.0,https://www.seloger.com/annonces/achat/appartement/paris-18eme-75/amiraux-simplon-poissonniers/273600081.htm,,
3.0,1325000.0,15230.0,Appartement à vendre - neuf,87.0,4.0,3.0,3ème étage,A,"Muette Sud, Paris 16ème arrondissement (75016)",75016.0,https://www.seloger.com/annonces/achat/appartement/paris-16eme-75/muette-sud/273600091.htm,,
4.0,1250000.0,14368.0,Appartement à vendre - neuf,87.0,4.0,3.0,2ème étage,A,"Muette Sud, Paris 16ème arrondissement (75016)",75016.0,https://www.seloger.com/annonces/achat/appartement/paris-75/273597029.htm,,
5.0,2800200.0,14360.0,Duplex à vendre - neuf,195.0,4.0,3.0,1er étage,A,"Jean Moulin-Porte d'Orléans, Paris 14ème arrondissement (75014)",75014.0,https://www.seloger.com/annonces/achat/appartement/paris-14eme-75/jean-moulin-porte-d-orleans/273597025.htm,,
6.0,1800000.0,18000.0,Appartement à vendre - neuf,100.0,4.0,3.0,1er étage,A,"Cambronne-Garibaldi, Paris 15ème arrondissement (75015)",75015.0,https://www.seloger.com/annonces/achat/appartement/paris-15eme-75/cambronne-garibaldi/273593371.htm,,
7.0,1920000.0,14656.0,Appartement à vendre - neuf,131.0,4.0,3.0,3ème étage,A,"Mairie, Paris 8ème arrondissement (75008)",75008.0,https://www.seloger.com/annonces/achat/appartement/paris-8eme-75/mairie/273593011.htm,,
8.0,530000.0,8413.0,Appartement à vendre,63.0,3.0,1.0,2ème étage,F,"Auteuil Sud, Paris 16ème arrondissement (75016)",75016.0,https://www.seloger.com/annonces/achat/appartement/paris-16eme-75/auteuil-sud/273580727.htm,,
9.0,800000.0,11427.0,Appartement à vendre,70.0,4.0,2.0,Étage 1/7,E,"Auteuil Sud, Paris 16ème arrondissement (75016)",75016.0,https://www.seloger.com/annonces/achat/appartement/paris-16eme-75/auteuil-sud/273563797.htm,,
10.0,570000.0,9828.0,Appartement à vendre,58.0,3.0,2.0,Étage 3/6,D,"Vallée de Fécamp, Paris 12ème arrondissement (75012)",75012.0,https://www.seloger.com/annonces/achat/appartement/paris-12eme-75/vallee-de-fecamp/273562127.htm,,
11.0,670000.0,11063.0,Appartement à vendre,60.6,3.0,2.0,Étage 2/6,E,Paris 9ème arrondissement (75009),75009.0,https://www.seloger.com/annonces/achat/appartement/paris-75/273554537.htm,,
12.0,885000.0,11645.0,Appartement à vendre,76.0,3.0,2.0,Étage 4/5,D,"Sentier-Bonne Nouvelle, Paris 2ème arrondissement (75002)",75002.0,https://www.seloger.com/annonces/achat/appartement/paris-75/273105563.htm,,
13.0,885000.0,11645.0,Appartement à vendre,76.0,3.0,2.0,Étage 4/5,D,"Porte Saint Denis-Paradis, Paris 10ème arrondissement (75010)",75010.0,https://www.seloger.com/annonces/achat/appartement/paris-75/273105579.htm,,
14.0,699000.0,9845.0,Appartement à vendre,71.0,4.0,2.0,1er étage,C,"Secrétan, Paris 19ème arrondissement (75019)",75019.0,https://www.seloger.com/annonces/achat/appartement/paris-75/273105575.htm,,
15.0,680000.0,17658.0,Appartement à vendre,38.5,2.0,1.0,Étage 5/5,G,"Parc Monceau, Paris 8ème arrondissement (75008)",75008.0,https://www.seloger.com/annonces/achat/appartement/paris-75/272276165.htm,,
16.0,600000.0,10714.0,Appartement à vendre,56.0,2.0,1.0,4ème étage,C,"Clignancourt-Jules Joffrin, Paris 18ème arrondissement (75018)",75018.0,https://www.seloger.com/annonces/achat/appartement/paris-18eme-75/clignancourt-jules-joffrin/272219131.htm,,
17.0,1400000.0,17500.0,Appartement à vendre,80.0,4.0,2.0,Étage 4/7,D,"Gros Caillou, Paris 7ème arrondissement (75007)",75007.0,https://www.seloger.com/annonces/achat/appartement/paris-7eme-75/gros-caillou/272194695.htm,,
18.0,945000.0,11524.0,Appartement à vendre,82.0,4.0,3.0,RDC,E,"Saint Victor, Paris 5ème arrondissement (75005)",75005.0,https://www.seloger.com/annonces/achat/appartement/paris-5eme-75/saint-victor/272194693.htm,,
19.0,570000.0,13555.0,Appartement à vendre,42.1,2.0,1.0,Étage 5/6,F,"Parc Monceau, Paris 8ème arrondissement (75008)",75008.0,https://www.seloger.com/annonces/achat/appartement/paris-8eme-75/parc-monceau/272157073.htm,,
20.0,730000.0,6363.0,Appartement à vendre,114.7,5.0,3.0,RDC,D,"Télégraphe-Pelleport Saint Fargeau, Paris 20ème arrondissement (75020)",75020.0,https://www.seloger.com/annonces/achat/appartement/paris-20eme-75/telegraphe-pelleport-saint-fargeau/271677195.htm,,
21.0,215000.0,10750.0,Appartement à vendre,20.0,1.0,,Étage 6/6,G,"Courcelles-Wagram, Paris 17ème arrondissement (75017)",75017.0,https://www.seloger.com/annonces/achat/appartement/paris-17eme-75/courcelles-wagram/273172979.htm,,
22.0,950000.0,10556.0,Appartement à vendre,90.0,4.0,3.0,Étage 2/10,D,"République-Saint Ambroise, Paris 11ème arrondissement (75011)",75011.0,https://www.seloger.com/annonces/achat/appartement/paris-75/273178269.htm,,
23.0,1615000.0,13457.0,Appartement à vendre,120.0,5.0,4.0,Étage 3/6,D,"Val de Grace, Paris 5ème arrondissement (75005)",75005.0,https://www.seloger.com/annonces/achat/appartement/paris-5eme-75/val-de-grace/273144989.htm,,
24.0,755000.0,10942.0,Appartement à vendre,69.0,3.0,2.0,Étage 2/2,E,"Clignancourt-Jules Joffrin, Paris 18ème arrondissement (75018)",75018.0,https://www.seloger.com/annonces/achat/appartement/paris-75/273115967.htm,,
25.0,610000.0,11731.0,Appartement à vendre,52.0,2.0,1.0,Étage 1/5,C,"Croulebarbe, Paris 13ème arrondissement (75013)",75013.0,https://www.seloger.com/annonces/achat/appartement/paris-75/273109145.htm,,
26.0,700000.0,14000.0,Appartement à vendre,50.0,2.0,1.0,Étage 7/7,E,"Trudaine-Maubeuge, Paris 9ème arrondissement (75009)",75009.0,https://www.seloger.com/annonces/achat/appartement/paris-75/272945637.htm,,
27.0,495000.0,16650.0,Appartement à vendre,29.7,1.0,,RDC/3,D,"Monnaie, Paris 6ème arrondissement (75006)",75006.0,https://www.bellesdemeures.com/271721145/detail.htm,,
28.0,642000.0,8934.0,Appartement à vendre,71.9,2.0,1.0,Étage 7/8,F,"Dunois-Bibliothèque-Jeanne-d'Arc, Paris 13ème arrondissement (75013)",75013.0,https://www.seloger.com/annonces/achat/appartement/paris-75/273146713.htm,,
29.0,1990000.0,13511.0,Appartement à vendre,147.3,5.0,3.0,2ème étage,E,"Hoche-Friedland, Paris 8ème arrondissement (75008)",75008.0,https://www.seloger.com/annonces/achat/appartement/paris-8eme-75/hoche-friedland/272273093.htm,,
0.0,392200.0,14007.0,Maison de ville à vendre,28.0,2.0,1.0,,G,"Batignolles-Cardinet, Paris 17ème arrondissement (75017)",75017.0,https://www.seloger.com/annonces/achat/maison/paris-17eme-75/batignolles-cardinet/273262937.htm,,
1.0,620000.0,6739.0,Appartement à vendre,92.0,4.0,3.0,Étage 2/3,D,"Flandre-Aubervilliers, Paris 19ème arrondissement (75019)",75019.0,https://www.seloger.com/annonces/achat/appartement/paris-19eme-75/flandre-aubervilliers/273216863.htm,,
2.0,565000.0,9417.0,Appartement à vendre,60.0,3.0,2.0,RDC,D,"Louis Blanc-Aqueduc, Paris 10ème arrondissement (75010)",75010.0,https://www.seloger.com/annonces/achat/appartement/paris-10eme-75/louis-blanc-aqueduc/273093287.htm,,
3.0,4500000.0,14423.0,Maison à vendre,312.0,6.0,4.0,,D,"Alleray Procession, Paris 15ème arrondissement (75015)",75015.0,https://www.bellesdemeures.com/271883181/detail.htm,,
4.0,940000.0,10444.0,Appartement à vendre,90.0,3.0,2.0,Étage 3/6,E,"Mairie, Paris 8ème arrondissement (75008)",75008.0,https://www.seloger.com/annonces/achat/appartement/paris-8eme-75/mairie/273306335.htm,,
5.0,280000.0,11200.0,Appartement à vendre,25.0,1.0,,Étage 4/6,C,"Vaugirard-Parc des Expositions, Paris 15ème arrondissement (75015)",75015.0,https://www.seloger.com/annonces/achat/appartement/paris-15eme-75/vaugirard-parc-des-expositions/273235971.htm,,
6.0,215000.0,8285.0,Appartement à vendre,26.0,1.0,,RDC/5,F,"Danube-Porte des Lilas, Paris 19ème arrondissement (75019)",75019.0,https://www.seloger.com/annonces/achat/appartement/paris-19eme-75/danube-porte-des-lilas/272579321.htm,,
7.0,785000.0,11056.0,Appartement à vendre,71.0,1.0,,Étage 11/12,D,"Violet Commerce, Paris 15ème arrondissement (75015)",75015.0,https://www.seloger.com/annonces/achat/appartement/paris-15eme-75/violet-commerce/271464833.htm,,
8.0,468000.0,10833.0,Appartement à vendre,43.2,2.0,1.0,RDC,E,"Mairie, Paris 8ème arrondissement (75008)",75008.0,https://www.seloger.com/annonces/achat/appartement/paris-8eme-75/mairie/271250269.htm,,
9.0,2425000.0,14265.0,Appartement à vendre,170.0,6.0,3.0,Étage 2/6,D,"Pereire-Malesherbes, Paris 17ème arrondissement (75017)",75017.0,https://www.seloger.com/annonces/achat/appartement/paris-17eme-75/pereire-malesherbes/273466953.htm,,
10.0,890000.0,11266.0,Appartement à vendre,79.0,3.0,2.0,Étage 4/10,D,"Muette Sud, Paris 16ème arrondissement (75016)",75016.0,https://www.seloger.com/annonces/achat/appartement/paris-75/273462215.htm,,
11.0,1360000.0,16386.0,Appartement à vendre,83.0,2.0,1.0,Étage 2/7,D,"Chaillot, Paris 16ème arrondissement (75116)",75116.0,https://www.bellesdemeures.com/273423733/detail.htm,,
12.0,495000.0,12375.0,Appartement à vendre,40.0,2.0,1.0,Étage 5/5,F,"Croulebarbe, Paris 13ème arrondissement (75013)",75013.0,https://www.seloger.com/annonces/achat/appartement/paris-13eme-75/croulebarbe/273314023.htm,,
13.0,6900000.0,28683.0,Duplex à vendre,240.6,6.0,4.0,Étage 5/6,D,"Les Halles, Paris 1er arrondissement (75001)",75001.0,https://www.bellesdemeures.com/272228539/detail.htm,,
14.0,353000.0,10086.0,Appartement à vendre - neuf,35.0,2.0,1.0,1er étage,B,"Charles-Hermite-Evangile, Paris 18ème arrondissement (75018)",75018.0,https://www.seloger.com/annonces/achat/appartement/paris-75/273532033.htm,,
15.0,1449000.0,14200.0,Appartement à vendre,102.0,3.0,2.0,Étage 5/5,E,"Saint Merri, Paris 4ème arrondissement (75004)",75004.0,https://www.seloger.com/annonces/achat/appartement/paris-75/273516595.htm,,
16.0,470000.0,12543.0,Appartement à vendre,37.5,2.0,1.0,3ème étage,D,"Jardin des Plantes, Paris 5ème arrondissement (75005)",75005.0,https://www.seloger.com/annonces/achat/appartement/paris-75/273490609.htm,,
17.0,495000.0,12500.0,Appartement à vendre,39.6,2.0,1.0,Étage 5/5,F,"Croulebarbe, Paris 13ème arrondissement (75013)",75013.0,https://www.seloger.com/annonces/achat/appartement/paris-75/273490587.htm,,
18.0,350000.0,11796.0,Appartement à vendre,29.7,2.0,1.0,Étage 3/3,F,"Montsouris Dareau, Paris 14ème arrondissement (75014)",75014.0,https://www.seloger.com/annonces/achat/appartement/paris-75/273490581.htm,,
19.0,490000.0,16333.0,Studio à vendre,30.0,1.0,,3ème étage,E,"Jardin des Plantes, Paris 5ème arrondissement (75005)",75005.0,https://www.seloger.com/annonces/achat/appartement/paris-75/273490591.htm,,
20.0,750000.0,13158.0,Appartement à vendre,57.0,3.0,1.0,Étage 6/7,D,"Jardin des Plantes, Paris 5ème arrondissement (75005)",75005.0,https://www.seloger.com/annonces/achat/appartement/paris-75/273490617.htm,,
21.0,520000.0,9455.0,Appartement à vendre,55.0,3.0,2.0,Étage 2/5,D,"La Chapelle-Marx Dormoy, Paris 18ème arrondissement (75018)",75018.0,https://www.seloger.com/annonces/achat/appartement/paris-75/273488533.htm,,
22.0,625000.0,9328.0,Appartement à vendre,67.0,2.0,1.0,Étage 3/3,F,"Batignolles-Cardinet, Paris 17ème arrondissement (75017)",75017.0,https://www.seloger.com/annonces/achat/appartement/paris-75/273488355.htm,,
23.0,795000.0,10325.0,Appartement à vendre,77.0,3.0,2.0,Étage 1/8,D,"Champerret-Berthier, Paris 17ème arrondissement (75017)",75017.0,https://www.seloger.com/annonces/achat/appartement/paris-75/273486667.htm,,
24.0,800000.0,11429.0,Appartement à vendre,70.0,2.0,1.0,Étage 1/8,D,"Ternes-Maillot, Paris 17ème arrondissement (75017)",75017.0,https://www.seloger.com/annonces/achat/appartement/paris-75/273486541.htm,,
25.0,735000.0,10500.0,Appartement à vendre,70.0,3.0,1.0,Étage 2/6,E,"Champerret-Berthier, Paris 17ème arrondissement (75017)",75017.0,https://www.seloger.com/annonces/achat/appartement/paris-17eme-75/champerret-berthier/273487289.htm,,
26.0,409500.0,15750.0,Appartement à vendre,26.0,1.0,,Étage 5/6,E,"Ternes-Maillot, Paris 17ème arrondissement (75017)",75017.0,https://www.seloger.com/annonces/achat/appartement/paris-75/273486535.htm,,
27.0,832000.0,11093.0,Appartement à vendre,75.0,3.0,1.0,RDC/7,E,"Pereire-Malesherbes, Paris 17ème arrondissement (75017)",75017.0,https://www.seloger.com/annonces/achat/appartement/paris-17eme-75/pereire-malesherbes/273481469.htm,,
28.0,345000.0,11500.0,Appartement à vendre,30.0,2.0,1.0,1er étage,D,"Batignolles-Cardinet, Paris 17ème arrondissement (75017)",75017.0,https://www.seloger.com/annonces/achat/appartement/paris-17eme-75/batignolles-cardinet/273481295.htm,,
29.0,1195000.0,10864.0,Appartement à vendre,110.0,5.0,3.0,Étage 7/9,D,"Champerret-Berthier, Paris 17ème arrondissement (75017)",75017.0,https://www.seloger.com/annonces/achat/appartement/paris-17eme-75/champerret-berthier/273480961.htm,,
0.0,842960.0,13380.0,Duplex à vendre,63.0,3.0,2.0,Étage 5/5,F,"Montmartre, Paris 18ème arrondissement (75018)",75018.0,https://www.seloger.com/annonces/achat/appartement/paris-18eme-75/montmartre/273479425.htm,,
1.0,2365000.0,12318.0,Appartement à vendre,192.0,6.0,4.0,Étage 2/7,D,"Champerret-Berthier, Paris 17ème arrondissement (75017)",75017.0,https://www.seloger.com/annonces/achat/appartement/paris-17eme-75/champerret-berthier/273466985.htm,,
2.0,6515000.0,13296.0,Hôtel particulier à vendre,490.0,22.0,13.0,,E,"Champerret-Berthier, Paris 17ème arrondissement (75017)",75017.0,https://www.seloger.com/annonces/achat/maison/paris-75/273464257.htm,,
3.0,1235000.0,11740.0,Appartement à vendre - neuf,105.2,4.0,3.0,Étage 3/1,,"La Fourche-Guy Môquet, Paris 17ème arrondissement (75017)",75017.0,https://www.seloger.com/annonces/achat/appartement/paris-75/273443263.htm,,
4.0,2190000.0,12033.0,Appartement à vendre,182.0,5.0,3.0,Étage 3/7,D,"Ternes-Maillot, Paris 17ème arrondissement (75017)",75017.0,https://www.bellesdemeures.com/273363759/detail.htm,,
5.0,498000.0,10596.0,Appartement à vendre,47.0,2.0,1.0,Étage 5/7,D,"Provence Opéra, Paris 9ème arrondissement (75009)",75009.0,https://www.seloger.com/annonces/achat/appartement/paris-9eme-75/provence-opera/273363757.htm,,
6.0,1990000.0,12595.0,Appartement à vendre,158.0,5.0,3.0,Étage 6/7,F,"Chaillot, Paris 16ème arrondissement (75016)",75016.0,https://www.seloger.com/annonces/achat/appartement/paris-75/273216401.htm,,
7.0,149000.0,14900.0,Appartement à vendre,10.0,1.0,,Étage 2/5,E,"Violet Commerce, Paris 15ème arrondissement (75015)",75015.0,https://www.seloger.com/annonces/achat/appartement/paris-15eme-75/violet-commerce/272721675.htm,,
8.0,695000.0,9026.0,Appartement à vendre,77.0,3.0,2.0,Étage 5/18,C,"Salpêtrière-Austerlitz, Paris 13ème arrondissement (75013)",75013.0,https://www.seloger.com/annonces/achat/appartement/paris-13eme-75/salpetriere-austerlitz/272559327.htm,,
9.0,535000.0,9386.0,Appartement à vendre,57.0,3.0,2.0,RDC/3,F,"Bastille-Popincourt, Paris 11ème arrondissement (75011)",75011.0,https://www.seloger.com/annonces/achat/appartement/paris-11eme-75/bastille-popincourt/272330559.htm,,
10.0,530000.0,11042.0,Appartement à vendre,48.0,2.0,1.0,Étage 7/7,F,"Auteuil Nord, Paris 16ème arrondissement (75016)",75016.0,https://www.seloger.com/annonces/achat/appartement/paris-16eme-75/auteuil-nord/272138271.htm,,
11.0,439000.0,7982.0,Appartement à vendre,55.0,3.0,2.0,Étage 1/6,E,"Goutte d'Or-Château Rouge, Paris 18ème arrondissement (75018)",75018.0,https://www.seloger.com/annonces/achat/appartement/paris-75/271045011.htm,,
12.0,6400000.0,23616.0,Duplex à vendre,271.0,7.0,4.0,10ème étage,D,"Auteuil Nord, Paris 16ème arrondissement (75016)",75016.0,https://www.bellesdemeures.com/271425137/detail.htm,,
13.0,2903000.0,21504.0,Appartement à vendre - neuf,135.0,5.0,4.0,2ème étage,A,"Raspail-Montparnasse, Paris 14ème arrondissement (75014)",75014.0,https://www.seloger.com/annonces/achat/appartement/paris-75/273612379.htm,,
14.0,2850000.0,22800.0,Duplex à vendre - neuf,125.0,5.0,,4ème étage,A,"Cambronne-Garibaldi, Paris 15ème arrondissement (75015)",75015.0,https://www.seloger.com/annonces/achat/appartement/paris-15eme-75/cambronne-garibaldi/273605937.htm,,
15.0,1221000.0,11740.0,Appartement à vendre - neuf,104.0,5.0,,5ème étage,A,"Amiraux-Simplon-Poissonniers, Paris 18ème arrondissement (75018)",75018.0,https://www.seloger.com/annonces/achat/appartement/paris-18eme-75/amiraux-simplon-poissonniers/273605915.htm,,
16.0,1690000.0,17604.0,Appartement à vendre - neuf,96.0,5.0,,5ème étage,A,"Raspail-Montparnasse, Paris 14ème arrondissement (75014)",75014.0,https://www.seloger.com/annonces/achat/appartement/paris-14eme-75/raspail-montparnasse/273605887.htm,,
17.0,2240000.0,18211.0,Appartement à vendre - neuf,123.0,5.0,,5ème étage,A,"Raspail-Montparnasse, Paris 14ème arrondissement (75014)",75014.0,https://www.seloger.com/annonces/achat/appartement/paris-14eme-75/raspail-montparnasse/273605875.htm,,
18.0,2140000.0,18291.0,Appartement à vendre - neuf,117.0,5.0,,RDC,A,"Raspail-Montparnasse, Paris 14ème arrondissement (75014)",75014.0,https://www.seloger.com/annonces/achat/appartement/paris-14eme-75/raspail-montparnasse/273605889.htm,,
19.0,3143000.0,20953.0,Appartement à vendre - neuf,150.0,5.0,,RDC,A,"Raspail-Montparnasse, Paris 14ème arrondissement (75014)",75014.0,https://www.seloger.com/annonces/achat/appartement/paris-14eme-75/raspail-montparnasse/273605853.htm,,
20.0,1279000.0,12539.0,Appartement à vendre - neuf,102.0,5.0,4.0,3ème étage,A,"Amiraux-Simplon-Poissonniers, Paris 18ème arrondissement (75018)",75018.0,https://www.seloger.com/annonces/achat/appartement/paris-18eme-75/amiraux-simplon-poissonniers/273603235.htm,,
21.0,1306000.0,12558.0,Appartement à vendre - neuf,104.0,5.0,4.0,5ème étage,A,"Amiraux-Simplon-Poissonniers, Paris 18ème arrondissement (75018)",75018.0,https://www.seloger.com/annonces/achat/appartement/paris-18eme-75/amiraux-simplon-poissonniers/273598117.htm,,
22.0,1640000.0,17083.0,Appartement à vendre - neuf,96.0,5.0,4.0,4ème étage,A,"Raspail-Montparnasse, Paris 14ème arrondissement (75014)",75014.0,https://www.seloger.com/annonces/achat/appartement/paris-14eme-75/raspail-montparnasse/273597239.htm,,
23.0,2045000.0,16360.0,Appartement à vendre - neuf,125.0,5.0,4.0,3ème étage,A,"Cambronne-Garibaldi, Paris 15ème arrondissement (75015)",75015.0,https://www.seloger.com/annonces/achat/appartement/paris-15eme-75/cambronne-garibaldi/273593349.htm,,
24.0,2400000.0,16327.0,Appartement à vendre - neuf,147.0,5.0,4.0,5ème étage,A,"Clignancourt-Jules Joffrin, Paris 18ème arrondissement (75018)",75018.0,https://www.seloger.com/annonces/achat/appartement/paris-75/273591913.htm,,
25.0,3350000.0,20303.0,Appartement à vendre - neuf,165.0,5.0,4.0,6ème étage,A,"Muette Sud, Paris 16ème arrondissement (75016)",75016.0,https://www.seloger.com/annonces/achat/appartement/paris-16eme-75/muette-sud/273591919.htm,,
26.0,742000.0,8833.0,Appartement à vendre - neuf,84.0,4.0,3.0,1er étage,B,"Amiraux-Simplon-Poissonniers, Paris 18ème arrondissement (75018)",75018.0,https://www.seloger.com/annonces/achat/appartement/paris-18eme-75/amiraux-simplon-poissonniers/273580769.htm,,
27.0,1259000.0,12343.0,Appartement à vendre - neuf,102.0,5.0,4.0,3ème étage,A,"Amiraux-Simplon-Poissonniers, Paris 18ème arrondissement (75018)",75018.0,https://www.seloger.com/annonces/achat/appartement/paris-75/273580109.htm,,
28.0,645000.0,7771.0,Appartement à vendre - neuf,83.0,5.0,4.0,1er étage,A,"Charles-Hermite-Evangile, Paris 18ème arrondissement (75018)",75018.0,https://www.seloger.com/annonces/achat/appartement/paris-18eme-75/charles-hermite-evangile/273580393.htm,,
29.0,2240000.0,18065.0,Duplex à vendre - neuf,124.0,5.0,4.0,5ème étage,A,"Raspail-Montparnasse, Paris 14ème arrondissement (75014)",75014.0,https://www.seloger.com/annonces/achat/appartement/paris-75/273578355.htm,,
0.0,2140000.0,18136.0,Appartement à vendre - neuf,118.0,5.0,4.0,7ème étage,A,"Raspail-Montparnasse, Paris 14ème arrondissement (75014)",75014.0,https://www.seloger.com/annonces/achat/appartement/paris-14eme-75/raspail-montparnasse/273578287.htm,,
1.0,2250000.0,21577.0,Appartement à vendre - neuf,104.3,4.0,3.0,4ème étage,,"Cambronne-Garibaldi, Paris 15ème arrondissement (75015)",75015.0,https://www.seloger.com/annonces/achat/appartement/paris-15eme-75/cambronne-garibaldi/273442877.htm,,
2.0,338000.0,13520.0,Appartement à vendre,25.0,1.0,,Étage 5/6,C,"Saint Lambert, Paris 15ème arrondissement (75015)",75015.0,https://www.seloger.com/annonces/achat/appartement/paris-15eme-75/saint-lambert/273083867.htm,,
3.0,890000.0,13088.0,Appartement à vendre,68.0,3.0,1.0,Étage 4/6,D,"Saint Vincent de Paul-Lariboisière, Paris 10ème arrondissement (75010)",75010.0,https://www.bellesdemeures.com/273208515/detail.htm,,
4.0,890000.0,13088.0,Appartement à vendre,68.0,3.0,1.0,Étage 4/6,D,"Lafayette-Richer, Paris 9ème arrondissement (75009)",75009.0,https://www.bellesdemeures.com/273208465/detail.htm,,
5.0,525000.0,11170.0,Appartement à vendre,47.0,2.0,1.0,Étage 7/7,F,"Batignolles-Cardinet, Paris 17ème arrondissement (75017)",75017.0,https://www.seloger.com/annonces/achat/appartement/paris-17eme-75/batignolles-cardinet/273173835.htm,,
6.0,1220000.0,12979.0,Appartement à vendre,94.0,3.0,1.0,Étage 3/6,D,"Auteuil Nord, Paris 16ème arrondissement (75016)",75016.0,https://www.bellesdemeures.com/273143281/detail.htm,,
7.0,570000.0,8507.0,Appartement à vendre,67.0,3.0,2.0,RDC/4,D,"Manin-Jaurès, Paris 19ème arrondissement (75019)",75019.0,https://www.seloger.com/annonces/achat/appartement/paris-19eme-75/manin-jaures/272330113.htm,,
8.0,475000.0,11875.0,Appartement à vendre,40.0,3.0,1.0,RDC,D,"Jardin de Reuilly, Paris 12ème arrondissement (75012)",75012.0,https://www.seloger.com/annonces/achat/appartement/paris-12eme-75/jardin-de-reuilly/272297819.htm,,
9.0,795000.0,10890.0,Appartement à vendre,73.0,3.0,1.0,Étage 4/7,E,"Alleray Procession, Paris 15ème arrondissement (75015)",75015.0,https://www.seloger.com/annonces/achat/appartement/paris-15eme-75/alleray-procession/272291555.htm,,
10.0,699000.0,7514.0,Appartement à vendre,93.0,4.0,3.0,Étage 2/6,D,"Vallée de Fécamp, Paris 12ème arrondissement (75012)",75012.0,https://www.seloger.com/annonces/achat/appartement/paris-12eme-75/vallee-de-fecamp/272277269.htm,,
11.0,180000.0,18000.0,Appartement à vendre,10.0,1.0,,Étage 1/3,E,"Parc Monceau, Paris 8ème arrondissement (75008)",75008.0,https://www.seloger.com/annonces/achat/appartement/paris-8eme-75/parc-monceau/273223357.htm,,
12.0,209000.0,8566.0,Appartement à vendre,24.4,1.0,,Étage 7/8,E,"La Chapelle-Marx Dormoy, Paris 18ème arrondissement (75018)",75018.0,https://www.seloger.com/annonces/achat/appartement/paris-18eme-75/la-chapelle-marx-dormoy/273214009.htm,,
13.0,815000.0,10062.0,Appartement à vendre,81.0,4.0,2.0,Étage 1/5,F,"Ternes-Maillot, Paris 17ème arrondissement (75017)",75017.0,https://www.seloger.com/annonces/achat/appartement/paris-75/273109829.htm,,
14.0,1280000.0,18286.0,Duplex à vendre,70.0,3.0,2.0,Étage 6/6,D,"Sainte Avoie, Paris 3ème arrondissement (75003)",75003.0,https://www.bellesdemeures.com/272529133/detail.htm,,
15.0,315000.0,9485.0,Appartement à vendre,33.2,2.0,1.0,Étage 1/4,F,"Montsouris Dareau, Paris 14ème arrondissement (75014)",75014.0,https://www.seloger.com/annonces/achat/appartement/paris-75/272513063.htm,,
16.0,615000.0,8092.0,Appartement à vendre,76.0,3.0,2.0,Étage 4/9,D,"Gambetta, Paris 20ème arrondissement (75020)",75020.0,https://www.seloger.com/annonces/achat/appartement/paris-20eme-75/gambetta/272457017.htm,,
17.0,780000.0,7800.0,Loft à vendre,100.0,3.0,2.0,RDC,E,"Nation-Alexandre Dumas, Paris 11ème arrondissement (75011)",75011.0,https://www.seloger.com/annonces/achat/appartement/paris-11eme-75/nation-alexandre-dumas/272456411.htm,,
18.0,2105000.0,21927.0,Appartement à vendre,96.0,5.0,4.0,Étage 5/5,C,"Hoche-Friedland, Paris 8ème arrondissement (75008)",75008.0,https://www.seloger.com/annonces/achat/appartement/paris-8eme-75/hoche-friedland/272436425.htm,,
19.0,260000.0,7647.0,Duplex à vendre,34.0,2.0,1.0,Étage 4/4,E,"Pont de Flandre, Paris 19ème arrondissement (75019)",75019.0,https://www.seloger.com/annonces/achat/appartement/paris-19eme-75/pont-de-flandre/271960013.htm,,
20.0,680000.0,10462.0,Appartement à vendre,65.0,3.0,1.0,Étage 7/7,D,"Alleray Procession, Paris 15ème arrondissement (75015)",75015.0,https://www.seloger.com/annonces/achat/appartement/paris-75/270147809.htm,,
21.0,1420000.0,12241.0,Appartement à vendre,116.0,5.0,4.0,Étage 5/7,D,"Legendre-Lévis, Paris 17ème arrondissement (75017)",75017.0,https://www.seloger.com/annonces/achat/appartement/paris-75/273345719.htm,,
22.0,610000.0,7176.0,Appartement à vendre,85.0,3.0,2.0,Étage 8/9,B,"Pont de Flandre, Paris 19ème arrondissement (75019)",75019.0,https://www.seloger.com/annonces/achat/appartement/paris-19eme-75/pont-de-flandre/273296249.htm,,
23.0,2450000.0,13872.0,Appartement à vendre - Première occupation,176.6,5.0,4.0,Étage 2/4,C,"Bois de Boulogne, Paris 16ème arrondissement (75016)",75016.0,https://www.bellesdemeures.com/272563285/detail.htm,,
